external_id;name;description
716;Association Rosée et Vedell des Pyrénées catalanes;"Organisme de Défense et de Gestion du signe Rosée des pyrénées et Vedell des pyrénées catalanes
Gere et fait la promotion des autres démarches qualité viandes émergentes"
924;SCEA MAS SAINT GABRIEL;Négociant Vinificateur
2018;EARL MAS DU SOLEIL;"Notre propriété se trouve en bordure du Rhône, sur l'île du Pilet, site exceptionnel classé Natura 2000 où la nature a été préservée. Nous travaillons avec conviction dans une démarche d'agriculture raisonnée au travers de la certification Global Gap. Nos jus et nectars de fruits sont élaborés à partir des fruits de nos vergers, récoltés à maturité.
Nos jus et nectars de fruits sont pasteurisés ce qui permet de préserver toute leur saveur. Adhérent à la marque Sud De France, nous avons été plusieurs fois primés aux Concours Gard Gourmand et au Concours Général Agricole."
2146;EARL MOUNDY;"Elevage de 60 vaches laitières dans la Montagne Noire.
Atelier de transformation et vente directe de yaourt , fromage blanc et lait cru"
1122;FAMILLE FABRE;"La Famille Fabre est installée en Languedoc depuis 1605. Louis Fabre, est aujourdhui à la tête de 4 propriétés (360 hectares de vignes), qui lui permettent de proposer une gamme cohérente et complète de vins sur plusieurs appellations :
 Domaine Grande Courtade, IGP Pays doc et IGP coteaux densérune.
 Château de Luc en AOP Corbières, Languedoc, IGP pays doc.
 Château Coulon, en AOP Corbières et IGP pays doc.
 Château Fabre-Gasparets en AOP Corbières-Boutenac, Corbières.
Chaque terroir sexprime différemment dans des vins typés ou délicats, toujours équilibrés, reflets de nos paysages de garrigues sauvages, ensoleillés et parfumés. Bien distribués en France sur un circuit qualitatif traditionnel, les vins Famille Fabre sont aujourdhui prêts à soffrir à de nouveaux marchés. 
Soucieux de préserver lenvironnement, pour le respect du consommateur, Louis Fabre est, en 1991, parmi les premiers vignerons à adhérer à lagriculture biologique en inscrivant le château Coulon dans la démarche AB. Ce mode de culture est étendu aujourdhui à lensemble de nos propriétés."
3948;DOMAINE SAINT HILAIRE;"Le Domaine d'une surface de 76 hectares, dont 28 hectares de vignes, produit probablement du vin depuis l'epoque romaine. Mais, c'est au baron Hilaire Reynaud, un illustre heros et general dans l'armee Napoleonienne, qu'il doit son nom lorsqu'il en fit l'acquisition en 1817.
Fiers de leurs vins et de cette riche histoire les proprietaires, Betty et Patrick Martellucci, vous invitent a venir deguster leurs vins de nombreuses fois recompenses et a apprecier la beaute des lieux."
3717;DOMAINE LA PART DES ANGES;nous commun domaine dont les vignes sont situees sur le Village de Caramany et Le Village Village de Maury
2295;Boulangerie SUNYER A;"Fervent défenseur des principes fondateurs de la profession d'Artisan boulanger pâtissier, Andrè SUNYER n'a pas ménagé sa peine depuis 1999. 
Son indéniable goût du partage , en véritable ambassadeur des savoir-faire issus du terroir catalan , il s'est pris au défi de réaliser les rousquilles. La rousquille , biscuit traditionnel du pays catalan rond et tendre délicatement parfumé au citron ou à l'anis fondant en bouche. M. SUNYER a trouvé l'alchimie parfaite pour leur conservation, sans colorants cela va de soi.
Précipitez vous dans sa boutique pour déguster cette douceur....."
900;MAS DES CABRETTES;"Notre exploitation et une exploitation familiale ou l'on produit des vins d'igp Cevennes et de l'aop duche d'Uzes .le mas des cabrettes est ouvert tout les jours du 1er avril au 31 decembre et du lundi au samedi inclus du 1er janvier au 31 mars.
tout les mercredi de juillet et aout a 17h Mireille et Daniel vous propose la visite du vignoble et de la cave suivi d'une degustation.
on organise egalement 2 portes ouvertes le mercredi 15 juillet et le mercredi 12 aout"
3582;Domaine Romanissa;"Notre vignoble se partage entre deux communes Ribaute et Talairan.
Son nom, le Romanissa, nous le devons au parfum de nos collines : a celui du romarin
En latin, « Romanissat » signifie « espace de garrigue ou le romarin est roi ». Cette plante, sacree pour les romains, etait emblematique au Moyen Age car les troubadours loffraient a leur dame a lepoque de lamour courtois. 
Les cuvees de notre domaine « Romanissa », sont des vins fins qui sinscrivent parmi les valeurs sures des Appellations Corbieres et Languedoc."
3564;Spiruline Algahe;Je suis producteur de spiruline a Noyes petit village de l'Aveyron sur la commune de Camboulazet . La spiruline est une cyanobacterie extremement riche en vitamine, oligo-element, mineraux et fer, elle est l'aliment anti-fatigue par definition.
1250;Lanye-Barrac;vigneron
1539;Domaine Serres Mazard;60 ha de vigne niché au cur des CorbièresLa famille Mazard est heureuse de vous faire découvrir ses vins, ses paysages de garrigues et de vous faire partager sa passion. Nos vins sont issus dune exploitation qualifiée au titre de lagriculture raisonnée.Tous nos AOC rouges sont vendangés à la main et vinifiés en macération à grains entiers.Notre Domaine est situé au sud de la France en plein coeur du pays cathare, sur un terroir aux couleurs natures.Dans une garrigue préservé pousse au bord de nos vignes des orchidées sauvages, venez avec nous les contempler, lors dune dégustation de garrigue « sur le sentier des Orchidées  chemin des planètes »(à découvrir sur le site : www.serres-mazard.com).
973;Terra Soleilla;"Un petit rendement 28 HL/Ha pour une concentration optimum des arômes; Méthode de vinification Vendanges manuelles. Récolte en petites caisses pour respecter le raisin. r La vigne est conduite en agriculture Biologique et Bio-dynamique. Contrôle ECOCERT sur des coteaux et sur des graves .Ici tout est blanc et anguleux. Terroir exceptionnel pour un vin de qualité."
841;Sarl Les Moulins De La Catalogne;"Les Moulins de la catalogne, basés à coté de Carcassonne se sont spécialisés dans la fabrication des madeleines, des oreillettes et autres spécialités régionales depuis plus de 50 ans.
Avec sa gamme sud de France composée en autre d'oreillettes, madeleines, de cakes, du gâteau au poivre ( Pebradou) fabriqués à partir de recettes traditionnelles, l'entreprise est en train de s'implanter durablement.
Aujourdhui, grâce à plusieurs opérations réussies et à la pérennité de nos implantations dans plusieurs grands magasins, les Moulins de la Catalogne se positionne comme un partenaire privilégié."
3435;ARMAGNAC VEUVE GOUDOULIN;"ARMAGNAC VEUVE GOUDOULIN est une maison familiale créée en 1935 dans le Gers par Jeanne Goudoulin. Nous proposons des bas-armagnacs millésimés premium, des plus jeunes aux plus anciens. Nous distribuons uniquement nos produits auprès d'un réseau premium (hôtels de luxe, restauration gastronomique, cavistes, particuliers) et réalisons 50% de notre chiffre d'affaires à l'export.
Depuis 2019, nous proposons un WHISKY SINGLE MALT et un GIN affinés en fût d'armagnac."
3263;L'Atelier de Ccourbière;"Nous trayons pour l'AOP Roquefort depuis 1950, et avons débuté la transformation fromagère avec les tommes moelleuses aux gout fleuris au lait cru de brebis, tomette, petits frais et les douces glaces au lait de brebis. 
A Courbière, ferme familiale sur les hauteur de la vallée TARN, a côté des éoliennes d'ASSAC, nous élevons nos 450 brebis de race LACAUNE. Elles sont nourries exclusivement en auto consommation de foin de séchage en grange et beaucoup de pâturage en prairie."
2895;Domaine de Cazaban;
1160;Doutre Bernard;viticulteur
874;Maison S.Delafont;Vins fins du Languedoc
3655;LES ECUREUILS DU LANGUEDOC;"La societe « Les Ecureuils du Languedoc » fabrique a Beziers des cakes bouchons et des madeleines depuis plus de 60 ans. 
Ces produits evoquent a toute une frange de la population un « parfum denfance ». 
La societe est restee fidele, non seulement aux recettes originales elaborees dans les annees 50 mais egalement au packaging, lensemble ayant fait la reputation de la societe."
555;DOMAINE SAINT-GEORGES D'IBRY;"Le Domaine Saint-Georges d'Ibry est une propriété familiale qui sétend sur 40 hectares. 
Il est situé au cur de l'IGP Côtes de Thongue. 
Son terroir très varié, a permis l'implantation de cépages nobles qui bénéficient pleinement de l'ensoleillement méditerranéen.
Le chardonnay et le sauvignon profitent de marnes de calcaires coquilliers, idéales pour la production de vins blancs. 
Ici, la mer était autrefois présente et de nombreux fossiles de coquillages en témoignent. 
Les sols plus profonds assurent au merlot et au cabernet des conditions idéales de maturité. 
La syrah, sur terrasses villafranchiennes produit des vins rouges dune grande  complexité.
Michel CROS, vigneron depuis plus de 35 ans, allie tradition, modernité et respect de lenvironnement. Aujourdhui, son savoir-faire reconnu permet une production de grande qualité, régulièrement primée lors de concours nationaux et internationaux. 

Léquipe du Domaine vous réservera le meilleur accueil."
1217;Domaine De Sauzet;Situe au coeur de cette vallee, au pied des Grottes des Demoiselles (site exceptionnel classe 3 etoiles) le Domaine de Sauzet est une des plus anciennes proprietes de la region, pionniere de la culture de la vigne et de la vinification en chais particulier.
689;Le Jardin de Nathalie;"Artisan fabricant.
Ma devise : local et naturel
Confitures, conserves de fruits ou de légumes, fleurs de sel de Camargue parfumées, biscuits, pralines de différents parfums, paniers garnis, travail à façon."
1457;LES COTEAUX DE RIEUTORT;"Cave Coopérative située à Murviel les Béziers, regroupant 750 hectares et produisant en moyenne 40000 hectolitres.
Au caveau nous proposons une gamme de Vin de Pays d'Oc et d'AOP Saint Chinian, rouges, rosés et blancs en bouteille. Nous avons également une gamme de BiB et de vins en vrac.
Nous proposant également des objets en rapport avec le vin. 
Des artistes locaux exposent à tour de rôle leurs uvres dans notre caveau."
3748;La Ferme de Michel;"Nous sommes specialises dans l'elevage, la transformation et la vente directe de porcs roses, veaux et bufs de race Limousine.

Tous nos animaux sont eleves sur la ferme, nourris sans antibiotiques et avec les cereales non OGM que nous produisons nous-meme.

Nous transformons la viande dans notre laboratoire agree CEE. Tous les produits frais, charcuteries ou conserves sont elabores sans colorants, sans conservateurs, sans sels nitrites.

Notre volonte : proposer des produits simples, en circuit court et de qualite."
1419;Chateau Castigno;"Après avoir parcouru le monde, Marc et Tine sont tombés littéralement amoureux de ce lieu. Le havre de paix dont ils rêvaient. De cette découverte est née une envie de se ressourcer, de préserver et de protéger plus encore la nature, de sinspirer toujours, de transmettre et de se faire plaisir.

Pour Marc et Tine, le vin est un langage universel, un lien entre les hommes. A chaque vin, son moment, à chaque moment son vin. Cest dans cet esprit quils développent leur gamme. 

Le domaine dispose dune palette de terroirs variés, sédimentaires, à dominante argilo-calcaire et de trois âges géologiques différents, témoignent les dinosaures qui ont trouvé leur lieu de repos.

Le sol est travaillé biologiquement. Les traitements sont raisonnés, se basant toujours sur lobservation attentive et régulière du végétal, en fonction des cycles lunaires et des conditions climatiques.

Le vignoble nest donc jamais dénaturé. Chaque cépage est soigné pour donner les meilleures conditions à son expression. Cest ainsi que le vin parle de lui-même

Le raisin vendangé manuellement, est trié. Seuls les meilleurs grains participent à lélaboration des cuvées du domaine."
3302;le grain doré;"'Lorsque nous avons cherché à nous installer, nous avons été tout de suite séduits par le charme et les atouts de Moissac. 
Le 1er juin 2009, nous avons repris cette pâtisserie-chocolaterie réputée pour son ' grain doré ', spécialité créée par Alexandre Laporte en 1954.
Le 'grain doré' reste aujourd'hui le produit incontournable de notre boutique. Fabriqué artisanalement, il se compose de chasselas à l'eau de vie, de liqueur à l'Armagnac et est enrobé de chocolat noir. 
Afin de mettre en valeur le chasselas de Moissac et les autres fruits de notre terroir, nous proposons également des créations telles que la guimauve et la tablette au chasselas de Moissac ainsi que nos tartes fines (aux pommes, à l'abricot, à la reine Claude....)'

Cédric et Aurélie Moretto
'le grain doré'
pâtissier-chocolatier-glacier
6 rue du marché - 82200 Moissac
tel: 0563040305"
1651;CAVE DES VIGNERONS DE SAINT JEAN DE  SERRES;CAVE COOPERATIVE VINICOLE AVEC CAVEAU
563;Hecht & Bannier;Créé en 2002 par Grégory Hecht et François Bannier, Hecht & Bannier est la première Maison de Négoce et dElevage dédiée aux vins de la Méditerranée. Nous  proposons une gamme unique de vins dappellations issue dune sélection rigoureuse. Notre conviction est que, du Roussillon à la Provence, le plus talentueux des vignobles français est encore méconnu : nos vins doivent permettre aux amateurs de découvrir lextraordinaire qualité et richesse de ces régions.
742;SIEUR D'ARQUES;"Sieur dArques, situé à Limoux à 25 Km de Carcassonne, est un acteur majeur du vin en Languedoc qui allie savoir faire technique et tradition.
Considérée comme pionnière en Languedoc-Roussillon en termes de qualité de production et de techniques vitivinicoles, la Cave des Vignerons du Sieur dArques a su développer dans les années 80 la sélection parcellaire sur 2800 Ha de vignoble en Appellation dOrigine Contrôlée. Notre terroir qui bénéficie dun ensoleillement méditerranéen, tempéré par laltitude liée à notre proximité des Pyrénées et les flux venus de lAtlantique, répond aux conditions idéales à lélaboration de grands vins."
936;Domaine De Comiac;vigneron independant et hebergeur gite de France.
2360;CAZAUX JEAN-LUC;"Cest au cur de lAriège, à Lorp-Sentaraille, que Mr André CAZAUX créé en 1969 sa charcuterie artisanale. Grâce à son savoir-faire et la qualité de ses produits, lentreprise familiale se développe rapidement. En 1991, il se lance dans la construction dun atelier de fabrication où le rejoignent ses fils Serge, qui prend les rennes de latelier de fabrication, et Jean-Luc qui accompagne le développement commercial. 

En 1995, suite à la disparition brutale dAndré CAZAUX, ils reprennent la Direction de lentreprise Ariégeoise.

Poursuivant sur la voie tracée, lentreprise élabore des produits charcutiers de qualité grâce à son savoir-faire et au choix rigoureux des matières premières. Les viandes fraîches utilisées proviennent uniquement de porcs dorigine Midi-Pyrénées et Aquitaine. 

Le travail des deux frères est récompensé en 2007 par lattribution du Titre de Maître-Artisan à Serge CAZAUX, et une distribution commerciale qui sétend rapidement bien au-delà du Sud-Ouest.

La Charcuterie André CAZAUX élabore avec exigence ses produits hauts de gamme tels que ses délicieux jambons secs, frottés à la main pour un salage doux au sel sec, sans aucun conservateur. Leur goût authentique a dailleurs été doublement distingué au Salon de lAgriculture à Paris par une Médaille dor en 2009 et 2012. Ses saucissons secs, fabriqués dans le plus pur respect de la tradition du Terroir, ont également été quatre fois Médaille dor au Salon de lAgriculture entre 2008 et 2013. En 2015, trois produits ont été médaillés de bronze : saucisson André CAZAUX, saucisse sèche le Pastou et le pâté de campagne à lancienne. En 2016, cest au tour de notre saucisse sèche le Pastou dêtre médaillée dor.

Forte de ses multiples reconnaissances de son savoir-faire, lentreprise André CAZAUX se différencie par un savoureux mélange de rigueur et de tradition artisanale pour vous offrir des produits de grande qualité au goût inimitable de lAriège."
549;Domaine de Nizas;"Le Domaine de Nizas fut acheté en 1998 par John Goelet, descendant dune famille de négociants à Bordeaux. Dès 1970, sa passion pour les grands vins et son esprit pionnier lont conduit à créer quatre autres domaines : Clos du Val en Californie, Taltarni Vineyards, Clover Hill et Lalla Gully en Australie. Aujourdhui, Goelet Wine Estates commercialise lensemble des vins de ces domaines qui expriment chacun leur terroir respectif.
Nous nous attachons à créer de grands vins méditerranéens, qui reflètent lextraodinaire terroir de Pézenas en Languedoc.
Conçus dans le respect total de leur environement naturel, nos vins montrent une grande complexité, élégance et fraîcheur qui révèlent harmonieusement les saveurs des meilleures cuisines du monde."
2996;Terra Alter Gascogne;"Située à Marciac dans le Gers, la SCIC Terra Alter Gascogne est une plateforme de collecte, de transformation et de commercialisation de fruits et légumes. Tous les produits proposés sont locaux, équitables et issus de l'Agriculture Biologique. 
Depuis sa création en 2017, Terra Alter Gascogne vise a structurer la filière des fruits et légumes bio dans le Gers et ses départements limitrophes. Notamment auprès de la restauration scolaire, afin d'apporter au plus grand nombre une alimentation de qualité.
Agréée Entreprise Solidaire d'Utilité Sociale et engagée aux côtés d'une cinquantaine de producteurs grâce à des contrats d'achats signés pour 3 ans, Terra Alter joue un rôle grandissant dans la composition du tissu économique local."
2269;Celliers du Val des Pins;"Vignerons passionnés depuis 1938.
Notre unique point de vente se situe sur l'Avenue de Lahntal à Sussargues. Profitez d'un accueil chaleureux dans notre caveau où vous pourrez retrouver une vigtaine de vins différents de notre production et les déguster dans un espace dédié. Nous vous proposons aussi des produits du terroir de producteurs locaux. 
A très vite !"
801;le canard bien élevé du Mas Cané;une ferme dans les Aspres: élevage de canards à foie gras, atelier de cuisine sur place, une petite équipe élève ,engraisse, cuisine avec passion des conserves  et des produits frais de grande qualité.Recettes personnelles et originales.
2172;Les Salins du Midi;"Depuis 1856, la Compagnie des Salins du Midi, largement reconnue au travers de ses marques La Baleine et le Saunier de Camargue, dispose d'un savoir-faire unique et reconnu dans le domaine du sel de mer.
Issu dun terroir dexception, le sel Le Saunier de Camargue est recolte sur le salin d'Aigues Mortes au cur d'une nature sauvage. Il est le fruit authentique dun savoir-faire transmis de generation en generation."
2230;Domaine Les Quatre Amours;"Nos quatre amours s'appellent Paul, Olga, Louis et Rose. Ils ont inspiré le nom de notre domaine qui a vu naître quatre générations de vignerons. Implantées au 19ème siècle sur un terrain de vins de pays à Bélarga et d'AOC à Aspiran dans l'Hérault, les vignes font partie du patrimoine de la famille. Nous avons choisi de perpétuer la tradition sur les 18 hectares. Le domaine Les Quatre Amours était né, prolongeant ainsi l'aventure humaine et familiale où chacun quel que soit son âge participe à la création d'un vin de conviction
Depuis 2018, nous sommes engagés dans la conversion à l'agriculture biologique."
2945;Le Verger BIO de Véronique;Production d'abricots bio a Rivesaltes
696;Domaine de Pech Menel;"Deux Surs respectueuses de l'environnement exceptionnel de leur Vignoble,  des vins elegants, races, intenses et authentiques comme leur Terroir. Domaine en Agriculture Biologique

Dans ce  Domaine ancestral fait dun seul tenant, les vignes empruntent a la garrigue leur juste part, se frayant une voie entre les cailloux, respirant les essences environnantes de thym, de romarin, de lavande, pour reveler un terroir a part entiere. Vendangees a la main, leur fruit s'apprecie dans les differents vins, expressions d'un savoir-faire et dune identite affirmee.
Les Vins : 
la gamme 'plaisir' avec 
les rouges : Cru SAint Chinian :NO NAME , La Villa Pech Menel, 
le blanc IGP OC :Blanc Poudre 
LA gamme 'passion' avec : Chateau Pech Menel  (Virtuose) , Chateau Vallouvieres : de tres grands rouges en Cru Saint Chinian
Le Domaine de Pech-Menel se situe sur une eminence, non loin du village de Quarante. 
On y accede par un petit chemin sinueux qui monte le long du coteau. 

Consacre des lantiquite, le site conserve de nombreux vestiges (dolmen, villa, poteries, armes, outils, etc.) La construction actuelle remonte aux annees 1720. Elle abritait la bergerie des moines de Quarante et probablement une cave puisque la culture de la vigne est attestee a cette epoque.

La propriete couvre 55 ha, dont 23 en vignes. Elle est implantee en pleine garrigue, a des altitudes variables. Sa vegetation est typiquement languedocienne, et se compose de bois (pins, de chenes kermes) et de plantes buissonnantes (genet, thym, romarin, lavande, ciste, arbousier.) 
Le vignoble est classe dans laire dappellation Saint-Chinian. 
Orientees majoritairement au sud, les plantations sont en coteau, parfois de forte declivite. Les sols, tres caillouteux, sont travailles mais non desherbes ou tres peu. Domaine en Agriculture biologique dans sa totalite. 

Bien que de conception ancienne, la cave se trouve a moitie enterree et beneficie dune regulation naturelle de son ambiance. 
Elle satisfait ainsi aux conditions de production sans recourir aux energies externes. Lequipement y est traditionnel   tout en comportant des outils plus recents, choisis en fonction de leur efficience.     
  
Le vin est elabore dans ce cadre, decline en plusieurs cuvees refletant une conception propre ou une unite de terroir. 
Les vinifications sont appropriees a leurs vocations respectives et les elevages assures strictement en cuves, afin de garantir la transparence du fruit et, incidemment, celle du terroir d'origine. Les vins sont delivres apres un long murissement qui permet a leur caractere de s'affirmer pleinement. 
 
Marie-Francoise et Elisabeth Poux, proprietaires-recoltantes"
865;DOMAINE LE VIEUX LAVOIR;C'est dans une cave davant-garde s'inspirant de larchitecture du vieux lavoir de Tavel, que s'est installée la sixième génération de Roudil. Alliant l'expérience transmise par ses ancêtres et la générosité de sa jeunesse, Sébastien Jouffret propose dans son caveau chaleureux des vins dexception issus dun terroir traditionnel : Tavel, Lirac, Côtes du Rhône, Vin De Pays du Gard, Vin de Pays d'Oc
3465;Les Fines Louches;Les Fines Louches cest une conserverie locale et végétale implantée à Narbonne en Occitanie. Nous transformons fruits et légumes frais cultivés par des maraîchers locaux en cuisinant pour vous des soupes, des tartinables, des compotes et des confitures en bocaux.
3609;Les Cueilleuses Sauvages;"Depuis 2019, je cueille et transforme des plantes sauvages de l'Herault en sirops, tisanes, condiments et gelees. De la cueillette a la vente, l'ensemble de ma production est artisanale et locale, et les ingredients que j'utilise sont biologiques (sucre de fruits bio origine Gard, sel de Camargue...). 
Les plantes sont cueillies a la main, dans des parcelles sous convention de cueillette, ou je peux m'assurer de l'absence de traitements et autres pollutions. Les cueillettes sont realisees dans l'Herault, majoritairement a moins de 30 km de Montpellier.
Regalez-vous avec le sirop de coquelicot, la gelee de rose sauvage ou la tisane 'Bouquet de Morphee' ! Je vends mes produits dans les foires et marches autour de Montpellier."
3139;Pépinière Adriana;Nous sommes une exploitation horticole regroupant trois activités: Pépinière (arbres, arbustes,...), Plants de légumes BIO et Plantes fleuries (géraniums, pensées,...). Notre production est entièrement en 'zéro phyto' depuis 2014.
2972;Mas del Riou;"Situe dans le Sud de la France, a proximite de Toulouse, au cur du vignoble millenaire de Gaillac, un des plus vieux de France, le Mas del Riou est un domaine viticole de 20 hectares. Nos vignes sont bordees par un ruisseau, 'Riou' en occitan. Cest proche de ce cours deau que se dresse un belvedere, devenu lembleme du domaine. En se promenant sur la rive, on distingue encore le petit pont qui relie le hameau voisin, via une majestueuse allee de platanes. Il etait coutume a lepoque que les dames et demoiselles du village se retrouvent dans ce belvedere pour sisoler, se livrant a la lecture et a la contemplation.
Nous sommes tres attaches a la preservation de notre terroir, et a la production de vins « vrais » qui mettent en lumiere le caractere exceptionnel du Vignoble de Gaillac. Nous defendons une viticulture responsable dans le but dassurer lavenir de notre domaine et de notre terroir. Jeunes vignerons, nous avons a cur de communiquer sur notre metier afin de transmettre nos valeurs aux futures generations. En 2017 le domaine a obtenu la certification Haute Valeur Environnementale.
Nous produisons une gamme de vins legers et gourmands. Nous tachons, par le travail a la vigne, de maitriser le degre alcoolique de nos cuvees afin de proposer des produits « plaisir ». Nous avons aussi a cur de defendre et preserver les cepages specifiques du Vignoble de Gaillac. Une volonte qui se traduit dans deux de nos cuvees, travaillees en mono-cepage : Duras et Braucol."
1764;Domaines Viticoles Renouard;"Domaines créé en 2002, de 20Ha en Costières de Nîmes. En culture Bio depuis 2007, vinifications en levures indigènes depuis 2009.
Agroforesterie en 2010.Vendanges manuelles.
Vins produits dans le souci du détail pour trouver équilibre et harmonie."
1889;Badie Créations;"Situé à Fabrègues près de Montpellier, l'atelier est spécialisé dans la fabrication maison de savons saponifiés à froid. 
Les recettes de nos savons et le procédé de fabrication nous permettent de préserver les propriétés et les bénéfices des huiles tant végétales qu'essentielles. 
Les savons sont faits à partir de produits issus de l'agriculture biologique et ont été développés pour garantir la sécurité de leurs consommateurs, en même temps que la douceur et l'hydratation de la peau. 
Ils sont coulés, coupés et empaquetés à la main."
3627;Confitures d'Anne Grenouillet;"Exploitante agricole, maraichere, transformatrice confitures. Je produis tous mes fruits, les recolte, les cuisine tous en confiture.
Entreprise familiale, culture raisonnee en espaliers sur les coteaux d'Arphy."
911;Domaine Jean Louis VERA;"Domaine Jean-Louis VERA
Maury, connu pour ses Vins Doux naturels, est en train de devenir un des meilleurs terroir
à vins secs du Languedoc-Roussillon.
Issu de cette révolution culturelle locale, le Domaine Jean-Louis VERA produit des AOC
Côtes du Roussillon Villages et des Vins de Pays a base de Grenache noir, de Carignan noir de
coteaux et de Syrah. Lexploitation couvre 12 hectares en bio. Le Grenache noir est
produit sur les coteaux de schistes noirs tandis que le Carignan et la Syrah se situe sur les
quelques veines argilo-calcaires quoffre le terroir
Ces terroirs si différents mais si complémentaires sont avec ces trois cépages à
la base de la communication du domaine.
Les trois cailloux représentent les terroirs et les cépages et sont présents sur lensemble des
supports : étiquettes, papier à lettre, présentation, site internet,facebook."
747;MAS SEREN;"Le Mas Seren est un vignoble situe au cur des Cevennes languedociennes. Six hectares perches a 300 m daltitude sur la commune de Monoblet. Le site est sauvage, garrigue et bois de chenes protegent le vignoble.
Les parcelles reparties en coteaux plus ou moins accentues sont constituees de gres rouge, de schiste, de marne grise ou encore declats de calcaire.
Nos vignes les plus jeunes ont une dizaine dannees et les ainees de 30 a 50 ans.
Nous pratiquons le labour dhiver pour aerer nos sols. Les brebis du berger voisin, paissent tranquillement dans les parcelles de la fin dautomne jusquaux premices du printemps, assurant ainsi un desherbage tres naturel ! Puis nous nous maitrisons lenherbement en gyrobroyant regulierement jusquaux vendanges.
 
Les rendements sont naturellement moderes, 25 a 30 hl/ha. Nous taillons de facon a equilibrer chaque souche et realisons un epamprage et ebourgeonnage stricts pour une bonne repartition des grappes sur les ceps. Chacun de ces gestes, nous permet de limiter les risques de maladies avec laide du vent et de lair qui circulent facilement dans le feuillage, les pluies sont ainsi rapidement sechees.
 
Nous avons choisi ce vignoble pour la variete de ses sols, la particularite de son climat et sa beaute. Les journees chaudes dete qui contrastent avec la fraicheur des nuits de montagne, permettent une progression lente de la maturite de nos raisins et conferent a leur jus la typicite singuliere de ce terroir ; terroir que nous accompagnons tout au long de notre travail afin quil sexprime dans chacune de nos cuvees ou lintensite aromatique, lampleur et la douceur sont relevees par une agreable fraicheur."
1753;DOMAINE KHALKHAL;A completer
2544;Domaine de Cadablès;"Domaine de Cadablès . Vigneron independant

Nous produisons sur notre domaine des vins de qualité sur les trois couleurs en pleine nature, dans un site unique."
3818;"le p&#39;tit d&#39;oc";"nous avons creer une epicerie local vrac et bio il y a 3 ans et depuis juillet nous avon agrandis et avond creer un espace salon de the restaurant et souhaitons developer la vente a l'exterieur des produits que nous fabriquuons sur place.

biscuits sec, rousquille, pain, glace, chocolats...."
2939;Domaine les Caizergues;"Sur le contreforts des Cevennes,au pied du massif de la seranne, le Domaine les Caizergues a tisse son histoire autour de savoir-faire ancestraux. Dans le plus grand respect, il s'attache a creer des vins authentiques. Les 33 ha de vignes sont cultives en agriculture biologique sur des sols caillouteux tres qualitatifs a dominante argilo-calcaire.
Nos vins se declinent autour de trois gammes dont les noms temoignent du passe sericole de la region :

Les Amoriers (AOP Terrasses du Larzac)
Les Magnarelles (AOP Languedoc)
Les Tisserands (IGP Pays d'Oc et Saint-Guilhem-le-Desert"
3833;LA COMMINGEOISE;"Situee a Agassac, un petit village sur les coteaux du Comminges, la ferme familiale offre une vue imprenable sur les Pyrenees.
Cette envie de faire evoluer cet heritage, je la dois principalement a tout le travail et au devouement des femmes que j"
3031;Maison COURNILLE;Boulangerie Pâtisserie artisanale depuis 1901. Nous sommes la 5ème génération et sommes viscéralement attachés aux produits FAIT MAISON. La boulangerie et la pâtisserie ont  constitué le coeur de métier de notre entreprise et en est encore un pilier. Au fil des générations nous avons également développé une gamme de pâtisseries, de biscuits et de chocolats qui nous sont propres. Nous repartons inlassablement dans les livres de recettes de nos anciens et revisitons celles-ci en y ajoutant notre 'patte'.
1725;Seigneurie de Peyrat;La Seigneurie de Peyrat est un domaine familial situé aux abords de Pézenas. Cette propriété viticole du 17ème siècle vous invite à venir découvrir ses vins et à partager une expérience unique.
1262;Mas Sauvy;"Le Mas Sauvy est un domaine viticole de près de 100 hectares entre mer et montagne, au pied du Canigou.
*
En bordure des Côtes Catalanes, ses vins équilibrés et colorés, au caractère typique et élancé sont élevés dans le respect de la tradition suivant les techniques les plus modernes de vinification.

Vins de cépages ou vins d'appellations vous retrouverez dans tous les produits du domaine toute la richesse et la singularité de notre terroir."
1625;CHATEAU GLÉON;"L'origine du domaine de Gléon remonte à la plus haute antiquité. Ceci est attesté par de nombreux vestiges Gallo-Romains et Wisigothiques (poterie de la graufresenques, chapelle du 4ème siècle). Le domaine a appartenu, pendant un millénaire, à la famille de Treille-Gléon-Durban-Narbonne. Le Château de Gléon défendait l'entrée des Hautes Corbières. Il fut assiégé par les Espagnols en 1503. La dernière marquise de Gléon le vendit aux ancêtres des propriétaires actuels en 1861. Depuis, les Bonnes puis les Montanié ont dirigé l'exploitation du Château Gléon de père en fils. Six générations se sont ainsi succédées afin d'assurer la prospérité et la qualité des terroirs du Château Gléon. Les premières mises en bouteilles datent de la fin du 19ème siècle.

Le domaine se situe aux portes des Hautes Corbières, canton de Durban, commune de Villesèque des Corbières.

Sa superficie est de 300 hectares, dont 38 en vignes AOC Corbières.

Terrasses et coteaux au sol argilo-calcaire du secondaire (jurassique et trias).

Climat méditerranéen aride (pluviométrie : 450 mm, pluies concentrées en mars et novembre ; températures minimales de 4° C en janvier et 19° C en juillet-août ; maximales de 11° C en janvier et 30 ° C en juillet-août)."
